auction_date_long,auction_desc,auction_house,auction_location,auction_name,chassis_number,image,link,link_v2,lot_description,price_eur_number,price_eur_string,price_gbp_number,price_gbp_string,price_usd_number,price_usd_string,reg_number,url,year,sourceUrl,status
4th Nov 2023,RM Sotheby's • London 2023,RM Sotheby's,United Kingdom,London 2023,ZFFGJ34B000086097,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/zptE-Q1KZv7TlP1h5hCIQ7ArdixQaoQIMz3Grf0kOmGfP2DfAZWuPJOH6x3TFedA-ghdVX56Fy_BQSgTpKCsnQ.jpeg,/cars/ferrari/f40/1990/387013,/cars/ferrari/f40/387013,1990 Ferrari F40,2286683,"€2,286,683",1.9625e+06,"£1,962,500",2446065,"$2,446,065",,https://rmsothebys.com/en/auctions/lf23/london/lots/r0045-1990-ferrari-f40/1403170,1990,https://www.theclassicvaluer.com,Sold
1st Oct 2023,Collecting Cars • 2023,Collecting Cars,United Kingdom,2023,ZFFGJ34B000087894,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Zcud6k0oYwSZAVw0SRawDf7o-42TDo9dt2mp0Xabs77vm-Cb4DUQViz6mRhdfkiE2ZTzo6C80e7GlEQyKRZYnw.jpeg,/cars/ferrari/f40/1991/379991,/cars/ferrari/f40/379991,1991 Ferrari F40,1990375,"€1,990,375",1.7082e+06,"£1,708,200",2129105,"$2,129,105",,https://collectingcars.com/for-sale/1991-ferrari-f40,1991,https://www.theclassicvaluer.com,Sold
19th Aug 2023,RM Sotheby's • Monterey,RM Sotheby's,United States,Monterey,ZFFGJ34B000084116,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/iYlSwlJoJtGil7PYoGjClnJD7Q4KOCmYmBTKTamYea-rqClLr6pp8ACOmzIpGg5tFDxdn84zH0myZIwC_pVU0g.jpeg,/cars/ferrari/f40/1990/367573,/cars/ferrari/f40/367573,1990 Ferrari F40,3089651,"€3,089,651",2.651631e+06,"£2,651,631",3305000,"$3,305,000",,https://rmsothebys.com/en/auctions/mo23/monterey/lots/r0213-1990-ferrari-f40/1382260,1990,https://www.theclassicvaluer.com,Sold
19th Aug 2023,Mecum • Monterey 2023,Mecum,United States,Monterey 2023,ZFFMN34A7L0086498,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/vcUC9tpzlSy2IY30hZEN8_WSnRJ5u_6Z0grrgBNmhzuL5yDgibjvBDUszmZEky55YPfrW69ON0ccoWZ8vTduOg.jpeg,/cars/ferrari/f40/1990/367559,/cars/ferrari/f40/367559,1990 Ferrari F40,2365149,"€2,365,149",2.029842e+06,"£2,029,842",2530000,"$2,530,000",,https://www.mecum.com/lots/1085258/1990-ferrari-f40/,1990,https://www.theclassicvaluer.com,Sold
18th Aug 2023,Gooding & Co • 2023 Pebble Beach,Gooding & Co,United States,2023 Pebble Beach,ZFFMN34A5M0087568,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/KsvrqN8lQ6t1z08ZSAmS748LVt3wG0SEV7WNS9tMHzWkPMkBCu6C-jzhzz9Fp9uMt9vD1DdPz64Yl2UbfAnnZQ.jpeg,/cars/ferrari/f40/1991/367568,/cars/ferrari/f40/367568,1991 Ferrari F40,2883986,"€2,883,986",2.475123e+06,"£2,475,123",3085000,"$3,085,000",,https://www.goodingco.com/lot/1991-ferrari-f40-1a/,1991,https://www.theclassicvaluer.com,Sold
18th Jun 2023,Bonhams • The Bonmont Sale - Collector's Motor Cars,Bonhams,Switzerland,The Bonmont Sale - Collector's Motor Cars,ZFFGJ34B000083961,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/QwkhANejurhCBQ6SPZR7DZVhWom_PUA_XCwoouc60qJfdEwt5iSLdWfwBDaFiGbeMcGIM1WCSIhOYPd7JHii9w.jpeg,/cars/ferrari/f40/1990/243617,/cars/ferrari/f40/243617,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.bonhams.com/auction/28310/lot/134P/1990-ferrari-f40-chassis-no-zffgj34b000083961/,1990,https://www.theclassicvaluer.com,Not Sold
20th May 2023,RM Sotheby's • Villa Erba,RM Sotheby's,Italy,Villa Erba,ZFFGJ34B000080763,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/DwQ65ANnQSgMchxxGdsHu0xErXnRl2ZoYfXvEFcOqKdVc94BH8d1XahQfaslc3gN5k5co0CBYY0UW6FatxL6dw.jpeg,/cars/ferrari/f40/1989/242213,/cars/ferrari/f40/242213,1989 Ferrari F40,2114375,"€2,114,375",1.869382e+06,"£1,869,382",2303400,"$2,303,400",,https://rmsothebys.com/en/auctions/ve23/villa-erba/lots/r0054-1989-ferrari-f40/1345995,1989,https://www.theclassicvaluer.com,Sold
4th Mar 2023,RM Sotheby's • Amelia Island 2023,RM Sotheby's,United States,Amelia Island 2023,ZFFGJ34B000089121,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/sDvRCxYuP9bTezOzfg8z003G-KFmLkQhQFz7_QPiMGzembB-3Jeq9J0VhmlW3fS3a9l6sIrpa4qsXkrxz5ffZQ.jpeg,/cars/ferrari/f40/1991/379623,/cars/ferrari/f40/379623,1991 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://rmsothebys.com/en/auctions/am23/amelia-island/lots/r0035-1991-ferrari-f40/1326337,1991,https://www.theclassicvaluer.com,Not Sold
2nd Mar 2023,Gooding & Co • Amelia Island Auctions,Gooding & Co,United States,Amelia Island Auctions 2023,ZFFMN34A0L0086620,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/ibBWufVtjBSmR0G2d6QT0hzIWEQVXrhnebPikmtGgFJ7Y7B26KP_s1auMlp54BvabNX0luBASyQpWpH0cdnWTw.jpeg,/cars/ferrari/f40/1990/192466,/cars/ferrari/f40/192466,1990 Ferrari F40,2831834,"€2,831,834",2.503709e+06,"£2,503,709",3085000,"$3,085,000",,https://www.goodingco.com/lot/1990-ferrari-f40-1a/,1990,https://www.theclassicvaluer.com,Sold
2nd Mar 2023,Bonhams • The Amelia Island Auction,Bonhams,United States,The Amelia Island Auction,ZFFMN34A3N0092396,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/1ffYXOjvRtLfZ1-dPtpVAJixiz5QT61XWg-O6SoKle6PzIlfY_Fc0A7Csr7JFgPxGUWuh-wpKc63hmhWNYkaHQ.jpeg,/cars/ferrari/f40/1992/190687,/cars/ferrari/f40/190687,1992 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.bonhams.com/auction/28010/lot/162/1992-ferrari-f40-vin-zffmn34a3n0092396-engine-no-f120d-040-29815/,1992,https://www.theclassicvaluer.com,Not Sold
4th Feb 2023,Artcurial • Rétromobile 2023,Artcurial,France,Rétromobile 2023,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/WfAsJ32rYX5ONkN76RXoIiDNjgg7nCZFEk7eMs8nIAq1BrjZtSJXHjgHqUIbJaBIhA94T_SSNn1dmpQj7hAlxg.jpeg,/cars/ferrari/f40/1992/228480,/cars/ferrari/f40/228480,1992 Ferrari F40,2216800,"€2,216,800",1.959939e+06,"£1,959,939",2414982,"$2,414,982",,https://www.artcurial.com/en/lot-1992-ferrari-f40-4315-226,1992,https://www.theclassicvaluer.com,Sold
2nd Feb 2023,Bonhams • Les Grandes Marques du Monde à Paris,Bonhams,France,Les Grandes Marques du Monde à Paris,ZFFGJ34B000077676,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/VxZKuw_4uRdxQdEPIbsZfIXwPrewKMAoN4xO54GuiU2HwmmS5iuU77qqRzinFmVAz2RQWf7hGaMxpAlTQXlI9Q.jpeg,/cars/ferrari/f40/1988/188500,/cars/ferrari/f40/188500,"The 24th example built. Highly desirable first 50, 'pre-series' model 1988 Ferrari F40",2185000,"€2,185,000",1.931824e+06,"£1,931,824",2380339,"$2,380,339",,https://www.bonhams.com/auction/27987/lot/565/1988-ferrari-f40-chassis-no-zffgj34b000077676/,1988,https://www.theclassicvaluer.com,Sold
1st Feb 2023,RM Sotheby's • Paris 2023,RM Sotheby's,France,Paris,ZFFGJ34B000085308,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/6J3K2pEx35DvtQwi3Z-9-pggrTCPDN53VUIvKsHLq8ntC-f4p8_30XN47CKm5RCCYra4hKRospuq5kmVZkIG2A.jpeg,/cars/ferrari/f40/1990/377873,/cars/ferrari/f40/377873,1990 Ferrari F40,1917500,"€1,917,500",1.695319e+06,"£1,695,319",2088924,"$2,088,924",,https://rmsothebys.com/en/auctions/pa23/paris/lots/r0083-1990-ferrari-f40/1319376,1990,https://www.theclassicvaluer.com,Sold
28th Jan 2023,Barrett Jackson • Scottsdale 2023,Barrett Jackson,United States,Scottsdale 2023,ZFFGJ34B000080782,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/TsuWX7dxvxTJJVGEyhPcszyos_0gaOMM3Ec2GYD7GdCxcUPJf-bDF86ilBr6iSO-AFypXUzbLg_0Wxw2SKi2zQ.jpeg,/cars/ferrari/f40/1989/209183,/cars/ferrari/f40/209183,1989 FERRARI F40,2578286,"€2,578,286",2.286759e+06,"£2,286,759",2750000,"$2,750,000",,https://www.barrett-jackson.com/Events/Event/Details/1989-FERRARI-F40-265451,1989,https://www.theclassicvaluer.com,Sold
26th Jan 2023,RM Sotheby's • Arizona 2023,RM Sotheby's,United States,Arizona,ZFFGJ34B000094277,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/bZ9zPTdMUySXDiLqPiEEcO0nncDVyiRKL9239U_FJYMBtku2OgONUqEarag3YvZR2qGbJc7EydPLql1zDCdr1Q.jpeg,/cars/ferrari/f40/1992/453997,/cars/ferrari/f40/453997,1992 Ferrari F40,2014550,"€2,014,550",1.78235e+06,"£1,782,350",2150000,"$2,150,000",,https://rmsothebys.com/auctions/az23/lots/r0043-1992-ferrari-f40/,1992,https://www.theclassicvaluer.com,Sold
4th Jan 2023,Mecum • Kissimmee 2023,Mecum,United States,Kissimmee 2023,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/_OjUKcdiyHNvLKlfdqeu61LgqS24HV7_cLWS2UfXC6ZxzvPibFus-XsMEvFcm_Ydjm21c8kqWMtuvtcrTCmikg.jpeg,/cars/ferrari/f40/1992/335361,/cars/ferrari/f40/335361,1992 Ferrari F40,2939246,"€2,939,246",2.606905e+06,"£2,606,905",3135000,"$3,135,000",,https://www.mecum.com/lots/FL0123-539740/1992-ferrari-f40/,1992,https://www.theclassicvaluer.com,Sold
10th Dec 2022,RM Sotheby's • Miami,RM Sotheby's,United States,Miami,ZFFMN34A2L0085596,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/eKIgmYL40x12e2O-M4C38ySzYn9LNjwmzEVxumCQffHuChzTpPcelM-dFvm8GdeOQpJwIOVbsJelq3tHgdjnvQ.jpeg,/cars/ferrari/f40/1990/228471,/cars/ferrari/f40/228471,1990 Ferrari F40,3108858,"€3,108,858",2.664758e+06,"£2,664,758",3250000,"$3,250,000",,https://rmsothebys.com/en/auctions/mi22/miami/lots/r0022-1990-ferrari-f40/1286603,1990,https://www.theclassicvaluer.com,Sold
26th Nov 2022,RM Sotheby's • Munich,RM Sotheby's,Germany,Munich,ZFFGJ34B000089385,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/8DIcut83K1i2nmw6XJyAL8_sggg2GMiUtZ0ugtfmMxt-E_AVZRfJoMWR9YHrGo9qbKXHzRZ4zdb-LQ9brRYsDA.jpeg,/cars/ferrari/f40/1991/228474,/cars/ferrari/f40/228474,1991 Ferrari F40,2311250,"€2,311,250",1.989016e+06,"£1,989,016",2299000,"$2,299,000",,https://rmsothebys.com/en/auctions/mu22/munich/lots/r0056-1991-ferrari-f40/1306718,1991,https://www.theclassicvaluer.com,Sold
10th Nov 2022,Collecting Cars • 2022,Collecting Cars,United Kingdom,2022,ZFFGJ34B000085308,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/ic6jvpQJ0ChSAYcXBtm6sitvtpILjlGOcj1SJIESEZy4m-nQPJ3UnbFoVEQHriOGvWUUWkGAS8EMnnvj-nrqvg.jpeg,/cars/ferrari/f40/1990/126681,/cars/ferrari/f40/126681,1990 FERRARI F40,2012023,"€2,012,023",1.7572e+06,"£1,757,200",1993109,"$1,993,109",,https://collectingcars.com/for-sale/1990-ferrari-f40,1990,https://www.theclassicvaluer.com,Sold
5th Nov 2022,RM Sotheby's • London,RM Sotheby's,United Kingdom,London,ZFFGJ34B000088895,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/6XQi0LyaCggSO-WXiNLlSNp6xYVrVwIoW2jiytgB8fz6b4sXpe7FKRwKpKxts6N0G-iDYv8Y3UB3gh3tQhHMmQ.jpeg,/cars/ferrari/f40/1991/126703,/cars/ferrari/f40/126703,1991 Ferrari F40,1615904,"€1,615,904",1.41125e+06,"£1,411,250",1600715,"$1,600,715",,https://rmsothebys.com/en/auctions/lf22/london/lots/r0038-1991-ferrari-f40/1301213,1991,https://www.theclassicvaluer.com,Sold
4th Nov 2022,Bring A Trailer • 2022,Bring A Trailer,United States,2022,ZFFGJ34B000079763,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/OrUq6HNJ0_c3OzbWgrm0TbjwDKAfyKfDtEwIQHNoBq6EEWTJqgac28Xje1u8h-NAIGeRmyZ1gz6f5CIQnPIMfQ.jpeg,/cars/ferrari/f40/1989/126665,/cars/ferrari/f40/126665,1989 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://bringatrailer.com/listing/1989-ferrari-f40-3/,1989,https://www.theclassicvaluer.com,Not Sold
20th Aug 2022,RM Sotheby's • Monterey,RM Sotheby's,United States,Monterey,ZFFMN34AXN0091097,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/wyVZNoG-8W5yW7LUfCJWn-EsR4r2AeKkeCPdvyyT-XdnJalHGthDDIS1FRoQ-c9SXqHYfL2CVdIykdyjeH8_XA.jpeg,/cars/ferrari/f40/1992/228479,/cars/ferrari/f40/228479,1992 Ferrari F40,3767224,"€3,767,224",3.153166e+06,"£3,153,166",3855000,"$3,855,000",,https://rmsothebys.com/en/auctions/mo22/monterey/lots/r0001-1992-ferrari-f40/1220094,1992,https://www.theclassicvaluer.com,Sold
19th Aug 2022,Gooding & Co • Pebble Beach Auctions,Gooding & Co,United States,Pebble Beach Auctions 2022,ZFFMN34A0L0087041,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/cyTaSlHz7Clak6HBDEDxwz6hBUjOY91DgDeNgncuLl7lFoG_E4cCYPliC5cNKesgpm1BHvKoKY27k5SIpGhhnA.jpeg,/cars/ferrari/f40/1990/192465,/cars/ferrari/f40/192465,1990 Ferrari F40,3874719,"€3,874,719",3.24314e+06,"£3,243,140",3965000,"$3,965,000",,https://www.goodingco.com/lot/1990-ferrari-f40-1/,1990,https://www.theclassicvaluer.com,Sold
18th Aug 2022,Broad Arrow • Monterey Jet Center Auction,Broad Arrow,United States,Monterey Jet Center Auction,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/L3c5q1s9R7crayU8em7dktN3G68FhoMJKtr2x0OLZ5aobkyHdYkWQpm8qp4rcii10AJb2k2-HgM25IaEkU48JA.jpeg,/cars/ferrari/f40/1990/191057,/cars/ferrari/f40/191057,1990 Ferrari F40,1939803,"€1,939,803",1.623615e+06,"£1,623,615",1985000,"$1,985,000",,https://www.broadarrowauctions.com/vehicles/jc22_077/1990-ferrari-f40,1990,https://www.theclassicvaluer.com,Sold
5th Aug 2022,Bring A Trailer • 2022,Bring A Trailer,United States,2022,ZFFGJ34B000094545,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/rYqy5CIlTNbOpAYeQ8U4GHW0VNjO7_oSknRBlnuqhnHxBQJ91t4wf-yIn0EuoWPSm7eKP0aQ8DIBTShUYeqyCg.jpeg,/cars/ferrari/f40/1992/126717,/cars/ferrari/f40/126717,1992 Ferrari F40,2008995,"€2,008,995",1.727806e+06,"£1,727,806",2445444,"$2,445,444",,https://bringatrailer.com/listing/1992-ferrari-f40-2/,1992,https://www.theclassicvaluer.com,Sold
3rd Jul 2022,Bonhams • The Gstaad Sale,Bonhams,Switzerland,The Gstaad Sale,ZFFGJ34B000089982,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/YTzf5Tn0vFZqe79e9_xTk_De5lZz0Ozr3UAo6hi2iOx4ROu5wKT_AEyPZf76DC92H2cr-mQsRjY4NFIEP0uSuA.jpeg,/cars/ferrari/f40/1991/452638,/cars/ferrari/f40/452638,"138 — Delivered new to Switzerland, offered with all books and tools 1991 Ferrari F40",1949736,"€1,949,736",1.689407e+06,"£1,689,407",2032599,"$2,032,599",,https://cars.bonhams.com/auction/27530/lot/138/1991-ferrari-f40chassis-no-zffgj34b000089982-engine-no-27824/,1991,https://www.theclassicvaluer.com,Sold
19th May 2022,Bring A Trailer • 2022,Bring A Trailer,United States,2022,ZFFGJ34B000084089,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/ghNRf1sOlNu_5D53cYBoCK1rjlNg-IfSc7njgj8HufJdWdm_bFOtmFhXxipELWIvZXEKQ8ZjejRPVmYkJJjUBQ.jpeg,/cars/ferrari/f40/1990/126682,/cars/ferrari/f40/126682,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://bringatrailer.com/listing/1990-ferrari-f40/,1990,https://www.theclassicvaluer.com,Not Sold
19th Mar 2022,Artcurial • Rétromobile 2022,Artcurial,France,Rétromobile 2022,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/-Y62xanfzunqZL9I6imizxgUxSQKBcs-oMMd5UM9qfKt-3NaDrFikLl_6e6X0pEhjvDUuYoGI5i84TJo-kBXvw.jpeg,/cars/ferrari/f40/1989/228354,/cars/ferrari/f40/228354,1989 Ferrari F40,2102400,"€2,102,400",1.751089e+06,"£1,751,089",2346699,"$2,346,699",T040,https://www.artcurial.com/en/lot-1989-ferrari-f40-4134-161,1989,https://www.theclassicvaluer.com,Sold
4th Mar 2022,Gooding & Co • Amelia Island Auction,Gooding & Co,United States,Amelia Island Auction 2022,ZFFMN34AXM0090000,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/YwD9ytTtKjm1UY_Kd58bzsPbJPa9TrNqvsX2_s-FHwJgZGwETASbey18bk273WVy_1kkcCQeidOtTbdRCo7phQ.jpeg,/cars/ferrari/f40/1991/192464,/cars/ferrari/f40/192464,1991 Ferrari F40,2197187,"€2,197,187",1.830037e+06,"£1,830,037",2452500,"$2,452,500",,https://www.goodingco.com/lot/1991-ferrari-f40-1/,1991,https://www.theclassicvaluer.com,Sold
6th Jan 2022,Mecum • Kissimmee 2022,Mecum,United States,Kissimmee 2022,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/yQdD9Vn-KM6RsbWBTl7q-o9W2b7sSxPMe1W8rlbbBMdo6ZoAxUx2h-Jcsh48HCT7hm085ttTJ1XxF6t_NjQZmg.jpeg,/cars/ferrari/f40/1992/340795,/cars/ferrari/f40/340795,1992 Ferrari F40,2428041,"€2,428,041",2.040234e+06,"£2,040,234",2750000,"$2,750,000",,https://www.mecum.com/lots/FL0122-487832/1992-ferrari-f40/,1992,https://www.theclassicvaluer.com,Sold
10th Oct 2021,Bonhams • The Zoute Sale,Bonhams,Belgium,The Zoute Sale,ZFFGJ34B000083620,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/vrF0ck8xgZ8hN2iX9yCpvIxTiU-zlFICQIGxRLpEFLtRj9n5Bx2RBrrwXUn0D3ZkHZAb-sQePatjSInyfxDyAw.jpeg,/cars/ferrari/f40/1989/126666,/cars/ferrari/f40/126666,1989 Ferrari F40 Berlinetta,1840000,"€1,840,000",1.582474e+06,"£1,582,474",2239751,"$2,239,751",,https://www.bonhams.com/auctions/26997/lot/16/?category=list&length=10000&page=1,1989,https://www.theclassicvaluer.com,Sold
13th Aug 2021,Gooding & Co • Pebble Beach 2021,Gooding & Co,United States,Pebble Beach 2021,ZFFMN34A7N0093518,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/_CyrpAsL0Utu8U8DEpZOg7OOlrKgsvf6RdVeZCB2QVkwC6mQ-8eaGT6C0pvdGziQcLEd_Gjm6gPezsDRDuiNNg.jpeg,/cars/ferrari/f40/1992/192462,/cars/ferrari/f40/192462,1992 Ferrari F40,2432512,"€2,432,512",2.071041e+06,"£2,071,041",2892500,"$2,892,500",,https://www.goodingco.com/lot/1992-ferrari-f40-1/,1992,https://www.theclassicvaluer.com,Sold
13th Aug 2021,RM Sotheby's • Monterey,RM Sotheby's,United States,Monterey,ZFFMN34A9M0087895,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/kx1uc8MPoOWMlRcuYAi-W4vXcGp3XIz1chtfoB1yRAtlWLU3Rfx-PERyycZMuX9yO521pUesVlnVoH9HxW5nPQ.jpeg,/cars/ferrari/f40/1991/126704,/cars/ferrari/f40/126704,1991 Ferrari F40,1992201,"€1,992,201",1.713362e+06,"£1,713,362",2425000,"$2,425,000",BY BY COP,https://rmsothebys.com/en/auctions/mo21/monterey/lots/r0115-1991-ferrari-f40/1128793,1991,https://www.theclassicvaluer.com,Sold
13th Aug 2021,Bonhams • Quail Lodge Auction,Bonhams,United States,Quail Lodge Auction,ZFFMN34A7N0093065,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/5x86RcqYuJasG0TTTdKkmvgoFpwJEYJyP-1y1IDU4SkRHmTJbNk0uR3QgzAGRaCD6glzyv3V5B4laMli_HwO6g.jpeg,/cars/ferrari/f40/1992/126718,/cars/ferrari/f40/126718,1992 Ferrari F40,1314442,"€1,314,442",1.130466e+06,"£1,130,466",1600000,"$1,600,000",,https://www.bonhams.com/auctions/26887/lot/40/?category=list&length=10000&page=1,1992,https://www.theclassicvaluer.com,Sold
9th Jul 2021,Bonhams • Goodwood Festival of Speed,Bonhams,United Kingdom,Goodwood Festival of Speed,ZFFGJ34B000084104,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/8T8hE8HdJmaKvI_pGddh34rApQLgh91NlEeSVOJiqY8S7enrt3MwgXUXvV41NNN8zTwzUxDEHxQ893Ap9oq4EQ.jpeg,/cars/ferrari/f40/1990/126683,/cars/ferrari/f40/126683,1990 Ferrari F40 Berlinetta,1026703,"€1,026,703",883000,"£883,000",1249753,"$1,249,753",G313 XPK,https://www.bonhams.com/auctions/26999/lot/246/?category=list&length=10000&page=1,1990,https://www.theclassicvaluer.com,Sold
22nd May 2021,RM Sotheby's • Amelia Island,RM Sotheby's,United States,Amelia Island,ZFFMN34A0N0093103,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Xw7BmfqGzTpYicDMk0l01sJ_S0UtSaa8vLRVnmwSTQxqbZmCIC3HVny4A5HiUnh93yB63exMOd5tp8EeSfSO2Q.jpeg,/cars/ferrari/f40/1992/126719,/cars/ferrari/f40/126719,1992 Ferrari F40,1679640,"€1,679,640",1.448843e+06,"£1,448,843",2040000,"$2,040,000",,https://rmsothebys.com/en/auctions/am21/amelia-island/lots/r0080-1992-ferrari-f40/1078551,1992,https://www.theclassicvaluer.com,Sold
31st Oct 2020,RM Sotheby's • London,RM Sotheby's,United Kingdom,London,ZFFGJ34B000084643,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/shOx72lZEowH_Al7AZLO-nS7-rtdDupsvq7RBOtL2ehO95AB3BvxVhN5MIz2kW5P4VoiTuunoXDBjHHlMkFhHw.jpeg,/cars/ferrari/f40/1990/126685,/cars/ferrari/f40/126685,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://rmsothebys.com/en/auctions/lf20/london/lots/r0041-1990-ferrari-f40/998058,1990,https://www.theclassicvaluer.com,Not Sold
17th Oct 2020,Bonhams • Goodwood Speedweek,Bonhams,United Kingdom,Goodwood Speedweek,ZFFGJ34B000088446,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/XIvcNN7Dg4he53Gmg3lzVZtF6o95Xw312YDOGkYg_x47sW6mCIwf57Pnfg-69Zbe9bTT36k_uR9kTZKX1VwUaw.jpeg,/cars/ferrari/f40/1991/126705,/cars/ferrari/f40/126705,1991 Ferrari F40 Berlinetta,0,Not Sold,0,Not Sold,0,Not Sold,F4 ODN,https://www.bonhams.com/auctions/26117/lot/289/?category=list&length=10000&page=1,1991,https://www.theclassicvaluer.com,Not Sold
15th Aug 2020,RM Sotheby's • SHIFT/Monterey,RM Sotheby's,United States,SHIFT/Monterey,ZFFMN34A6M0087627,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/nmevlkjRqzqg22T-7S3bCRRASMSYSakuifhy1pMnP45CoDAB41Hox326R21dOKtg7rlyUfr7bcnrYT--OoQ4IQ.jpeg,/cars/ferrari/f40/1991/126706,/cars/ferrari/f40/126706,1991 Ferrari F40,1173284,"€1,173,284",1.057985e+06,"£1,057,985",1386000,"$1,386,000",,https://rmsothebys.com/en/auctions/mo20/shift-monterey/lots/r0019-1991-ferrari-f40/916316,1991,https://www.theclassicvaluer.com,Sold
3rd Aug 2020,Gooding & Co • Geared Online | August,Gooding & Co,United States,Geared Online | August,ZFFMN34A4N0090446,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Wj_ewFour5Cb1eDmRgoAI7DZK1eByTyki5Zw1nSo4L-wk1dfcKgEqsYoYUx6mEdFbN0GD0B_TItbjWnGMj8c-A.jpeg,/cars/ferrari/f40/1992/192463,/cars/ferrari/f40/192463,1992 Ferrari F40,1374072,"€1,374,072",1.237393e+06,"£1,237,393",1628000,"$1,628,000",,https://www.goodingco.com/lot/1992-ferrari-f40-2/,1992,https://www.theclassicvaluer.com,Sold
21st Jul 2020,Artcurial • Monaco 2020 by Artcurial Motorcars,Artcurial,Monaco,Monaco 2020 by Artcurial Motorcars,84997,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/qwayZXXDnun9xbGHZ7HVvO5PLHFos8L2oMnHQQJqB5JF9f6YTW1xYsVFrnje7WVSzggyZsfl4rPr6jTAct0xKQ.jpeg,/cars/ferrari/f40/1990/228472,/cars/ferrari/f40/228472,1990 Ferrari F40,959560,"€959,560",867730,"£867,730",1074707,"$1,074,707",THE F40,https://www.artcurial.com/en/lot-1990-ferrari-f40-m1076-683,1990,https://www.theclassicvaluer.com,Sold
7th Mar 2020,RM Sotheby's • Amelia Island,RM Sotheby's,United States,Amelia Island,ZFFMN34A3N0092978,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/gaVr2dczCHd4X0TXicsRfTMtaqoIzvMAIGXXYYEIR9Gc7S8Rwtxw7eL1y2luABnunMbyf9eVmIuiKSH9dbGkDw.jpeg,/cars/ferrari/f40/1992/126720,/cars/ferrari/f40/126720,1992 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://rmsothebys.com/en/auctions/am20/amelia-island/lots/r0121-1992-ferrari-f40/852168,1992,https://www.theclassicvaluer.com,Not Sold
7th Feb 2020,Artcurial • Rétromobile 2020,Artcurial,France,Rétromobile 2020,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/UddEd17Uj-oh5DwYyc5f5IPIRYZVCKTo57qvSuB0kmeEIPmFYCsPnMSUYhiqWfbh4zEiJ3GlIM1ONbUxIgFhZA.jpeg,/cars/ferrari/f40/1991/228475,/cars/ferrari/f40/228475,1991 Ferrari F40,1112840,"€1,112,840",936733,"£936,733",1229911,"$1,229,911",,https://www.artcurial.com/en/lot-1991-ferrari-f40-3980-115,1991,https://www.theclassicvaluer.com,Sold
